,logFC,AveExpr,t,P.Value,adj.P.Val,B
AIM1,-1.11259818521266,6.02075438446145,-9.67973383918732,3.98262104896576e-20,2.13149878540648e-18,34.9436115234239
UBD,-1.37612193670366,6.06503836820039,-9.66107344920715,4.62232230184771e-20,2.46292058225001e-18,34.7969903601561
LCP1,-0.750081256503005,6.64109619479592,-9.65344701859518,4.91221335005943e-20,2.60585344323417e-18,34.7371182802217
FLJ20273,-0.906235788419514,6.96090411347808,-9.65028753134161,5.03752867777698e-20,2.66061054113116e-18,34.7123231544836
TMEM176B,-1.25608610851075,8.33629307491884,-9.64265234162554,5.35360962103547e-20,2.81520380159428e-18,34.6524246585531
IRF8,-0.719085192047258,6.59503117389307,-9.63450111587552,5.71278549156655e-20,2.99101577780193e-18,34.5885109450377
CCL5,-0.80265249609577,5.19831260451529,-9.63359188008573,5.75430313945058e-20,2.99971075347463e-18,34.5813837541344
RHBDF2,-0.496929395689,6.37845461365758,-9.6274978489352,6.0404007474051e-20,3.13528042242467e-18,34.5336257100995
RNASE1,-1.17491325864635,8.49196823981611,-9.61576951244744,6.63130392800152e-20,3.42721724896971e-18,34.4417663422189
LYVE1,-0.833763580844841,4.91973608214442,-9.60322186140057,7.32706284184934e-20,3.77061926245939e-18,34.3435685677243
CD248,-0.615676968751374,6.54143979516705,-9.58626107143248,8.38388471321887e-20,4.29611658368433e-18,34.2109631315332
TRPM2,-0.320395961035798,5.01245091883201,-9.56958782936038,9.56987462659341e-20,4.8830690785355e-18,34.0807512682023
ECGF1,-0.559853338783353,4.88158356306085,-9.54819378891399,1.13382404089364e-19,5.76097430398361e-18,33.9138834305215
IL32,-0.842791240409492,5.93911772920404,-9.54530154288189,1.16009372497628e-19,5.86968430090939e-18,33.8913429731851
CTSL1,-0.637403998464055,8.76568129013955,-9.53745738007296,1.23441842801986e-19,6.2196095021821e-18,33.8302321671984
COPZ2,-0.919368844027431,7.19521110003903,-9.50146435929013,1.64072017461534e-19,8.23231347613249e-18,33.5502370137259
MYO7A,-0.249639854110107,4.72730628783185,-9.49632205066876,1.70869856671164e-19,8.53782080512098e-18,33.5102896270478
DYSF,-0.485345764887767,6.10250230471116,-9.47582809474838,2.00850038989343e-19,9.99436433681681e-18,33.3512228779301
FSD1,0.738860513019413,6.01754956238541,9.47292319974991,2.05501784970315e-19,1.01464891219035e-17,33.3286939999302
TES,-0.76426958982632,6.1194416575362,-9.47286727994232,2.05592372176089e-19,1.01464891219035e-17,33.3282603581309
COLEC12,-1.21108835236131,6.98398406214253,-9.46897564229006,2.11994862100575e-19,1.04197637935311e-17,33.2980858890529
TRIM38,-0.660871846980584,5.914316091423,-9.46116666317602,2.25444504533698e-19,1.10357834292471e-17,33.2375617284257
DHPS,0.514903424094534,7.68797682230912,9.44783492478077,2.50389036206849e-19,1.22072258056796e-17,33.1343072993576
FAP,-0.919389283052585,4.87809888065279,-9.44197603497604,2.62199389806937e-19,1.27314719840933e-17,33.0889598434104
BAI1,0.361089265605068,4.89396857491672,9.44101631100515,2.64185967083385e-19,1.27764153237675e-17,33.0815333673276
FBN1,-0.744143073727609,6.23590184064962,-9.43844744979144,2.69577110766831e-19,1.29849902714167e-17,33.0616575631766
CCDC69,-0.45214849094567,5.0205483881945,-9.43273519368449,2.81959255408941e-19,1.35273041977469e-17,33.0174731857658
NKG7,-0.568438577237055,4.39223764120293,-9.43086501308741,2.86134416473439e-19,1.36731374729093e-17,33.0030110673221
LOC55565,0.421959584737658,5.29907923095945,9.42723778761939,2.9440768264203e-19,1.40128747603768e-17,32.9749669904377
FER1L3,-0.879201669092482,7.32015928617623,-9.41435916850368,3.25744652959329e-19,1.54433744525049e-17,32.8754516370803
SLC2A9,-0.280362541916279,4.90898270237139,-9.41211236016157,3.31540930465201e-19,1.56565328810273e-17,32.8580991688347
CCR2,-0.249144250941908,4.24795606083121,-9.39750467866923,3.71800411194303e-19,1.74891427796945e-17,32.7453470513854
P2RY5,-0.693504663864827,7.43732700570976,-9.38305721710025,4.16378978128703e-19,1.95098663604118e-17,32.6339432739027
LRRC32,-0.676457556533849,6.15720335572484,-9.37570646161272,4.41054593093392e-19,2.05859667055451e-17,32.5773045911268
SDC2,-0.935436296928539,7.46375779281361,-9.37216185490596,4.53466170704074e-19,2.10835506857855e-17,32.5500031606988
TAGLN,-1.31116991556838,8.54040865107356,-9.36704158407325,4.72008708757022e-19,2.18612648878925e-17,32.5105774200765
OLIG2,0.696050792719189,6.50720641022091,9.35362413355142,5.24240890357204e-19,2.41873900447565e-17,32.4073304052908
BIRC3,-0.953523215760904,5.35854715787935,-9.35216002818757,5.30276227040107e-19,2.43724668931945e-17,32.3960699697449
HLA-DPA1,-1.08289433267201,10.6098817643987,-9.33644378182333,5.99562631613363e-19,2.74522175280917e-17,32.2752686038027
NCF1,-0.515323591007692,5.03506063002784,-9.32577422955209,6.51641700538944e-19,2.96524363656454e-17,32.1933336237122
IGF1,-0.512464373830428,4.84204431380607,-9.32559755971451,6.52540743804687e-19,2.96524363656454e-17,32.1919774325808
RGS10,-0.654359392521282,6.95087750094985,-9.29063541539635,8.56956747248756e-19,3.87950118434944e-17,31.9239238788608
COL8A2,-0.675632402343808,5.2312606782977,-9.28594528331545,8.88820610992479e-19,4.00868082306046e-17,31.888014901971
LST1,-0.772426061155524,6.40219540167106,-9.27184174763254,9.91884521774465e-19,4.45681843701795e-17,31.7801058245765
CASP1,-0.854765346546586,7.09263317748098,-9.2713433413592,9.95735686526869e-19,4.45749038556006e-17,31.7762943817701
TNFSF10,-1.02081123174214,6.73861183695539,-9.26851417526571,1.01787904249127e-18,4.53974052951106e-17,31.7546615569137
FPRL2,-0.445738452428739,4.70491288648327,-9.26614418415026,1.03680368938581e-18,4.60708119099038e-17,31.7365430833343
TNFAIP2,-0.605102633944601,5.42366110264708,-9.25480175247907,1.13231445097425e-18,5.01298919802642e-17,31.6498728220809
BCL7A,0.64111707488618,5.71110622042024,9.24202665263438,1.25036193814509e-18,5.4959158233822e-17,31.5523387113082
C11orf75,-0.777935555740667,6.61939142665466,-9.24169077010854,1.25362485392464e-18,5.4959158233822e-17,31.549775542464
CASP4,-0.806909588919155,6.67982878629089,-9.24154044611874,1.25508790186855e-18,5.4959158233822e-17,31.5486284178823
PILRA,-0.483646725249256,5.14984298326201,-9.24021916529033,1.2680204630096e-18,5.53242841143537e-17,31.5385462323626
BDKRB2,-0.541956329062249,5.15541861093551,-9.22827656596286,1.39106998208218e-18,6.04738798708795e-17,31.4474598891689
PAFAH1B3,0.673240109480536,7.85387075822445,9.20475344254509,1.66908196566169e-18,7.229886701618e-17,31.2682757749476
KCNQ1,-0.151608091773769,4.73087602523818,-9.20246354047255,1.69892297672426e-18,7.33277078340986e-17,31.2508488762938
MGP,-1.30884184840463,9.4887376912843,-9.17316033449281,2.13083144100111e-18,9.16409721876263e-17,31.0280949004545
SLC39A8,-0.52712493368097,5.50674859116176,-9.16739985513972,2.22773863397071e-18,9.54677175454636e-17,30.9843607800629
PODXL2,0.548096540118198,5.10615139082808,9.16365659251755,2.29303869013451e-18,9.79176308744671e-17,30.9559513174633
SCIN,-0.802442386140488,7.79583524221416,-9.15238754257943,2.50129283453538e-18,1.06433103581184e-16,30.8704713664529
FCGRT,-0.649668012633474,7.88514356570276,-9.14677330996037,2.61193270430218e-18,1.10749625440869e-16,30.8279113455402
CD180,-0.429345638089399,4.6866465720777,-9.13702104254933,2.81576658224301e-18,1.18973548011826e-16,30.7540231713277
CD52,-0.917334404986365,5.57715729891464,-9.1328733705681,2.90716370410511e-18,1.22375899888044e-16,30.7226141470069
PLEKHQ1,-0.525145148649012,6.87420988177786,-9.13245183814372,2.9166154515752e-18,1.22375899888044e-16,30.7194225439307
SERPING1,-1.17746257746684,8.55233228544405,-9.10998870453862,3.46688514371709e-18,1.44959135071671e-16,30.5494862095887
RNASE3,-0.398251466987615,4.80403316018169,-9.10358893800731,3.64168482401851e-18,1.51741067995955e-16,30.5011221792141
CMKLR1,-0.2705791287739,4.60888576196846,-9.1007957411265,3.72068769491537e-18,1.54498349041968e-16,30.4800206528414
PLAU,-0.98744370358689,6.01160472376521,-9.09736266462633,3.82011834967177e-18,1.58082010882294e-16,30.4540909931656
BTK,-0.488001516838926,5.59817823178827,-9.07170633717565,4.65140561048502e-18,1.91822693018701e-16,30.2605181529322
IFITM2,-0.788554439661821,9.37329191350746,-9.06854303519321,4.76558298624549e-18,1.95860581298185e-16,30.2366768296287
HP,-1.26525700186497,5.4720986126038,-9.06255658166722,4.98931221453657e-18,2.04358155399488e-16,30.1915730554647
ICAM1,-0.716568208147234,5.62835363206356,-9.05944189076665,5.10979995849805e-18,2.0858376644147e-16,30.1681138963734
FAS,-0.854839995067247,6.29441820953446,-9.04449259617053,5.72942592370589e-18,2.33086983017792e-16,30.0555942405495
PTOV1,0.228750057658944,5.97799558952707,9.03585763022873,6.12066417317109e-18,2.48165111021301e-16,29.9906576847454
SELL,-0.970677651273622,5.91697065980226,-9.03428733058056,6.19460406491341e-18,2.50320208555998e-16,29.9788532051676
CD2,-0.674319533681159,4.91126258452312,-9.03250330519796,6.27968166112727e-18,2.52909453388945e-16,29.9654437450312
RAC2,-0.597606783778208,5.90474865088577,-9.03154899300902,6.32566556123734e-18,2.53912215628067e-16,29.9582714755272
ADFP,-1.06399473186146,8.64266096039203,-9.02397428083789,6.70268469715921e-18,2.68151923997313e-16,29.901360673179
MYST1,0.259559844859934,5.96301544517501,9.00533771392212,7.72770018809861e-18,3.08093253846364e-16,29.7614757236606
CSF3R,-0.300350868464131,4.94086703873018,-9.00492250908528,7.75222188303009e-18,3.08093253846364e-16,29.7583614336438
ARHGAP15,-0.677918544166353,6.04452006189211,-8.99261405935438,8.51522005768532e-18,3.37303552416601e-16,29.6660843996423
FLVCR2,-0.453220677102174,5.40172947500246,-8.98716782185569,8.87613750842973e-18,3.50447370086921e-16,29.6252807999944
GZMA,-0.723289627886577,4.6808926500779,-8.97736174541065,9.56458528562151e-18,3.76394562122399e-16,29.5518549457268
TNFRSF11A,-0.298680596984378,4.53868797786523,-8.9619108644931,1.07581207914263e-17,4.21984659838293e-16,29.4362716218189
COL5A2,-1.11076075914876,8.30223915040931,-8.95043649049437,1.17388564847112e-17,4.58958798015883e-16,29.3505222745973
HMOX1,-1.04123619779179,8.44583031973242,-8.91333589214605,1.55566998734443e-17,6.06258187301024e-16,29.0737736567454
IL1B,-0.974306645563554,6.2012304267323,-8.90825588621143,1.6167256928926e-17,6.28019703026214e-16,29.035940403569
TRAF3IP3,-0.368700457683892,4.32856258974678,-8.90551004200412,1.65070935939567e-17,6.39158910155711e-16,29.0154968666865
ECSIT,0.497381615950704,6.28460617932096,8.90033927710751,1.71663634210098e-17,6.62555603576281e-16,28.9770107584364
HERPUD1,-0.464091360794614,9.70482974483513,-8.88890970910321,1.87175677288328e-17,7.20118053005126e-16,28.8919940844977
MVP,-0.691774336188072,6.89742317168191,-8.88078270693264,1.99042150104513e-17,7.62930555874989e-16,28.8315880616168
P4HA2,-0.900081966348367,6.75898160715745,-8.88043192618118,1.99570773210946e-17,7.62930555874989e-16,28.8289816392779
VDR,-0.251532909739283,4.57256011459584,-8.87674924908025,2.0520513289043e-17,7.81987408312203e-16,28.8016222988728
OSTF1,-0.651523140900925,6.86061029590266,-8.87318530542924,2.10807723729302e-17,8.00803346734466e-16,28.7751524003703
CD74,-0.995674756621582,10.8100955306535,-8.87115615168521,2.14064985831786e-17,8.10619672763008e-16,28.7600848271399
LY75,-0.893908291982729,5.65640686039023,-8.85880297624132,2.34997725926455e-17,8.87097998622686e-16,28.6684063649796
IL8,-1.38366366855521,6.8642542717331,-8.85733948162724,2.37608191519635e-17,8.94149325712326e-16,28.6575508772662
EVI2A,-0.956539011637415,8.02473548697574,-8.84870568004364,2.53603245793688e-17,9.49330626744275e-16,28.5935344267372
CCDC28B,0.254990766008836,5.09195578030667,8.848577494503,2.53848581474553e-17,9.49330626744275e-16,28.5925842988324
MGC14376,-0.673186980285539,6.78645724584052,-8.8427949566213,2.6516368140851e-17,9.88576176941571e-16,28.5497331361302
GYPC,-0.848142189582743,7.61453883573415,-8.83327703965536,2.8488517928248e-17,1.05882324966655e-15,28.4792427761564
CECR1,-0.963728630643725,7.76048046048081,-8.83072848364671,2.9040794945265e-17,1.07283573804492e-15,28.4603767857505
IKZF1,-0.267286461288146,4.84149998075667,-8.83071512347228,2.90437178710052e-17,1.07283573804492e-15,28.4602778952555
MGST2,-0.618597695373149,7.9323427562719,-8.81966299057776,3.15642398734737e-17,1.16237485185434e-15,28.3785062717386
ANXA11,-0.477755421531635,6.6916518265445,-8.81649226855074,3.23265106193588e-17,1.18681658804366e-15,28.355059908478
CFI,-1.10176850286807,7.61866460206913,-8.81117206395399,3.3646690720896e-17,1.23153024213079e-15,28.3157318349575
MARCO,-0.738869288673113,4.7166363507596,-8.80704919414067,3.47063440564421e-17,1.26646604584144e-15,28.2852658791539
CCL18,-1.19480935322654,4.77174860107578,-8.80358620709731,3.56218754707933e-17,1.29594750579847e-15,28.2596836673145
LILRB4,-0.601501018292074,5.12820751154822,-8.79941842705005,3.67554879416627e-17,1.33316140299248e-15,28.2289040514824
C17orf60,-0.474318354954375,4.63307863631649,-8.78242590192032,4.17588777415632e-17,1.51009130860031e-15,28.1035153117125
C3,-1.14647117768921,10.9990701784467,-8.77326983116528,4.47285508889727e-17,1.60709694856256e-15,28.0360210793753
ITGA5,-0.660184501889935,7.19187549623387,-8.77301045966306,4.48156516944871e-17,1.60709694856256e-15,28.0341098185986
CBS,0.808307332787441,7.0632758432676,8.77293278584757,4.48417683704551e-17,1.60709694856256e-15,28.0335374621187
SP100,-0.423823823070601,5.86555621615437,-8.76155750676969,4.88337992103809e-17,1.7449751041288e-15,27.9497537973356
MYCN,0.206469871034978,4.81596941922824,8.73843987472137,5.80621015540104e-17,2.06859120388578e-15,27.7797130605014
CAPG,-0.819557906786295,7.7507154054093,-8.73228929858869,6.07953651758712e-17,2.15958049394643e-15,27.73452483148
IBSP,-0.877834990385474,5.40631122640696,-8.72628322455977,6.3587212308338e-17,2.25210944299119e-15,27.6904194065837
WDR18,0.406222059793834,6.30188067693021,8.72164742529917,6.5828544023051e-17,2.31956114566334e-15,27.6563908527809
BCAN,1.05509943824831,6.94071214302161,8.7215490927093,6.58769234194373e-17,2.31956114566334e-15,27.6556691886516
CCBL1,0.4511049659049,6.25645248092457,8.70750939288301,7.31582263947233e-17,2.5684296275372e-15,27.5526892559833
CARD9,-0.306573868774118,5.15645224328198,-8.68013891312336,8.97186965826292e-17,3.14067600072099e-15,27.3522587333056
SOD2,-0.96534517560336,7.67735254387715,-8.6751012475941,9.3147993425666e-17,3.25126996183151e-15,27.3154161025966
MR1,-0.365284088209142,5.23224425823174,-8.67226190162993,9.51376559786959e-17,3.31112038524698e-15,27.2946572586704
GCNT1,-0.424843545868091,4.82219782296879,-8.66480639079475,1.00564521715921e-16,3.48990769597443e-15,27.2401714070575
COL6A2,-0.916481417498062,5.96800283474056,-8.65994108767086,1.04270016355173e-16,3.60810211766954e-15,27.2046326390078
CFB,-0.452766475324172,4.7468178365248,-8.6562472116019,1.07173273751065e-16,3.69793857452816e-15,27.1776598377951
DPYSL4,0.314503688245076,5.0969262081606,8.65202013431568,1.10593856871102e-16,3.80506064126233e-15,27.1468033736628
LGALS9,-0.568149560950466,6.92461091206199,-8.64081322103063,1.20194321805617e-16,4.12358980963886e-15,27.0650466989607
ISLR,-0.730575423487942,5.22088883919795,-8.6294048212684,1.3081410073672e-16,4.47518011668063e-15,26.9818957153075
MTA1,0.405818836975956,6.15863404423285,8.62236459823772,1.37825549359662e-16,4.70168630421829e-15,26.9306206091097
FES,-0.29775331376059,4.40756144554251,-8.59587608682947,1.67699750014746e-16,5.70463386914568e-15,26.7379613499125
MYH9,-0.576310598899293,6.89909351623336,-8.59291769002525,1.71410492543946e-16,5.8144370456738e-15,26.7164696345616
RRAS,-0.662963745026952,6.97182728494106,-8.58350293703774,1.83768570536006e-16,6.21612675953535e-15,26.6481090862051
SLC2A5,-0.838055942974589,6.4972753549868,-8.57636503235636,1.93721788171559e-16,6.5344475438709e-15,26.596315587516
CD1D,-0.406287137986252,4.28436706749315,-8.57490126933945,1.95827844396211e-16,6.58703603971837e-15,26.5856980624708
FAM129A,-0.941096230328768,7.61124200542094,-8.5740954382831,1.96996922184925e-16,6.60790233133945e-15,26.5798534408572
CPVL,-0.90627160196042,7.90289457970162,-8.57247083358745,1.99374887576888e-16,6.6690899894469e-15,26.5680714922618
IL2RB,-0.451346407858344,4.92582078850844,-8.56964446816218,2.03579760441015e-16,6.79087943277203e-15,26.5475778574422
LTC4S,-0.464176388527302,5.36105198346048,-8.56345049794241,2.13103988802331e-16,7.08894539546317e-15,26.5026826366717
FAM105A,-0.515162566470742,5.42898588458063,-8.55678038463815,2.23853637674142e-16,7.42602067457855e-15,26.454361600651
PTER,-0.72636286566066,5.11589758278238,-8.55600357981408,2.25139908744288e-16,7.44817247554591e-15,26.4487358194059
GRN,-0.524230980831188,8.62420772383869,-8.55492166652721,2.26943584996555e-16,7.48727301514663e-15,26.4409009747063
SULF1,-1.18545457994394,6.18246657601545,-8.55089819845486,2.33777490101503e-16,7.69166266612649e-15,26.4117704805568
IGFBP4,-0.808661964974108,7.00887070221117,-8.5456686832839,2.42964933810346e-16,7.9721627600659e-15,26.3739223601278
GPNMB,-1.20155220131715,9.40155262975446,-8.53827503159877,2.56566877108646e-16,8.39559329929978e-15,26.3204391651106
ZNF34,0.401846540632462,5.55929592943311,8.53092267068348,2.70839319848846e-16,8.83860999896964e-15,26.2672868086794
CD37,-0.752067567959769,5.6470811609173,-8.5283319384586,2.76053336139603e-16,8.98441695619756e-15,26.248565296865
TMEM121,0.402359450912816,4.80692708153682,8.52718841947921,2.7838621144808e-16,9.03592118128783e-15,26.2403031078779
IL21R,-0.310055573031793,4.4274786946524,-8.51303530360283,3.08925670572904e-16,1.00002229167713e-14,26.1381079020843
PLA2G2A,-1.74725344613797,6.82664551148545,-8.51141990119219,3.12615491273552e-16,1.00925355118394e-14,26.1264511624158
LTBR,-0.495704264990966,6.07241321400224,-8.50285155879518,3.32927940837215e-16,1.07195675496303e-14,26.0646479958445
GZMK,-0.502000553717891,5.26643356538186,-8.50156754590593,3.36082303378794e-16,1.07922749260998e-14,26.0553902207771
MYST2,0.512272220798676,8.14329307416912,8.48843611430001,3.70087698596392e-16,1.18526491130259e-14,25.9607685851055
IL10,-0.200552527447735,4.24171949507948,-8.45958936580285,4.57198454459049e-16,1.46036705267795e-14,25.7532680452084
GAD1,0.704079387509225,5.30313139007111,8.45469058750789,4.73885244036978e-16,1.5096629917178e-14,25.7180795814064
DPEP2,-0.342522320669495,4.76654137688529,-8.45332191043505,4.78654091145553e-16,1.5208318114973e-14,25.7082507927177
SETDB1,0.281032127491526,5.79941437895736,8.43749428584689,5.37371661242102e-16,1.70290251175721e-14,25.5946705325532
RHOG,-0.520026922193411,8.43733177335069,-8.43232759969361,5.580397907509e-16,1.76375725990088e-14,25.5576265402391
PCOLCE,-1.02554294377295,7.09369322777402,-8.42800270766198,5.75943472171393e-16,1.81557887222197e-14,25.52663035468
